source,metaedge,target,source_name,target_name,kind_of_source,kind_of_target
Disease::DOID:9352,Disease - associates - Gene,Gene::3481,type 2 diabetes mellitus,IGF2,Disease,Gene
Disease::DOID:5419,Disease - associates - Gene,Gene::767,schizophrenia,CA8,Disease,Gene
Disease::DOID:2355,Disease - associates - Gene,Gene::683,anemia,BST1,Disease,Gene
Disease::DOID:8778,Disease - associates - Gene,Gene::3605,Crohn's disease,IL17A,Disease,Gene
Disease::DOID:1936,Disease - associates - Gene,Gene::50507,atherosclerosis,NOX4,Disease,Gene
Disease::DOID:1324,Disease - associates - Gene,Gene::2475,lung cancer,MTOR,Disease,Gene
Disease::DOID:219,Disease - associates - Gene,Gene::8915,colon cancer,BCL10,Disease,Gene
Disease::DOID:2394,Disease - associates - Gene,Gene::56952,ovarian cancer,PRTFDC1,Disease,Gene
Disease::DOID:4989,Disease - associates - Gene,Gene::3356,pancreatitis,HTR2A,Disease,Gene
Disease::DOID:9074,Disease - associates - Gene,Gene::1027,systemic lupus erythematosus,CDKN1B,Disease,Gene
Disease::DOID:784,Disease - associates - Gene,Gene::5742,chronic kidney failure,PTGS1,Disease,Gene
Disease::DOID:1612,Disease - associates - Gene,Gene::3237,breast cancer,HOXD11,Disease,Gene
Disease::DOID:4159,Disease - associates - Gene,Gene::3855,skin cancer,KRT7,Disease,Gene
Disease::DOID:1319,Disease - associates - Gene,Gene::3417,brain cancer,IDH1,Disease,Gene
Disease::DOID:824,Disease - associates - Gene,Gene::2214,periodontitis,FCGR3A,Disease,Gene
Disease::DOID:11612,Disease - associates - Gene,Gene::7153,polycystic ovary syndrome,TOP2A,Disease,Gene
Disease::DOID:263,Disease - associates - Gene,Gene::9350,kidney cancer,CER1,Disease,Gene
Disease::DOID:10021,Disease - associates - Gene,Gene::6750,duodenum cancer,SST,Disease,Gene
Disease::DOID:12849,Disease - associates - Gene,Gene::121278,autistic disorder,TPH2,Disease,Gene
Disease::DOID:2355,Disease - associates - Gene,Gene::2821,anemia,GPI,Disease,Gene
Disease::DOID:5419,Disease - associates - Gene,Gene::2243,schizophrenia,FGA,Disease,Gene
Disease::DOID:2043,Disease - associates - Gene,Gene::213,hepatitis B,ALB,Disease,Gene
Disease::DOID:2531,Disease - associates - Gene,Gene::5728,hematologic cancer,PTEN,Disease,Gene
Disease::DOID:9074,Disease - associates - Gene,Gene::4318,systemic lupus erythematosus,MMP9,Disease,Gene
Disease::DOID:2531,Disease - associates - Gene,Gene::6446,hematologic cancer,SGK1,Disease,Gene
Disease::DOID:10652,Disease - associates - Gene,Gene::3552,Alzheimer's disease,IL1A,Disease,Gene
Disease::DOID:3312,Disease - associates - Gene,Gene::5649,bipolar disorder,RELN,Disease,Gene
Disease::DOID:1319,Disease - associates - Gene,Gene::7225,brain cancer,TRPC6,Disease,Gene
Disease::DOID:2355,Disease - associates - Gene,Gene::5277,anemia,PIGA,Disease,Gene
Disease::DOID:12849,Disease - associates - Gene,Gene::205428,autistic disorder,C3orf58,Disease,Gene
Disease::DOID:14330,Disease - associates - Gene,Gene::23400,Parkinson's disease,ATP13A2,Disease,Gene
Disease::DOID:1826,Disease - associates - Gene,Gene::6323,epilepsy syndrome,SCN1A,Disease,Gene
Disease::DOID:2841,Disease - associates - Gene,Gene::7432,asthma,VIP,Disease,Gene
Disease::DOID:332,Disease - associates - Gene,Gene::5792,amyotrophic lateral sclerosis,PTPRF,Disease,Gene
Disease::DOID:1612,Disease - associates - Gene,Gene::8743,breast cancer,TNFSF10,Disease,Gene
Disease::DOID:10283,Disease - associates - Gene,Gene::9446,prostate cancer,GSTO1,Disease,Gene
Disease::DOID:2531,Disease - associates - Gene,Gene::5552,hematologic cancer,SRGN,Disease,Gene
Disease::DOID:10283,Disease - associates - Gene,Gene::4481,prostate cancer,MSR1,Disease,Gene
Disease::DOID:3070,Disease - associates - Gene,Gene::55717,malignant glioma,WDR11,Disease,Gene
Disease::DOID:263,Disease - associates - Gene,Gene::7248,kidney cancer,TSC1,Disease,Gene
Disease::DOID:9352,Disease - associates - Gene,Gene::4026,type 2 diabetes mellitus,LPP,Disease,Gene
Disease::DOID:332,Disease - associates - Gene,Gene::151056,amyotrophic lateral sclerosis,PLB1,Disease,Gene
Disease::DOID:5041,Disease - associates - Gene,Gene::113278,esophageal cancer,SLC52A3,Disease,Gene
Disease::DOID:10763,Disease - associates - Gene,Gene::4318,hypertension,MMP9,Disease,Gene
Disease::DOID:2531,Disease - associates - Gene,Gene::84159,hematologic cancer,ARID5B,Disease,Gene
Disease::DOID:9352,Disease - associates - Gene,Gene::4846,type 2 diabetes mellitus,NOS3,Disease,Gene
Disease::DOID:10763,Disease - associates - Gene,Gene::5997,hypertension,RGS2,Disease,Gene
Disease::DOID:184,Disease - associates - Gene,Gene::2914,bone cancer,GRM4,Disease,Gene
Disease::DOID:363,Disease - associates - Gene,Gene::6241,uterine cancer,RRM2,Disease,Gene
Disease::DOID:1793,Disease - associates - Gene,Gene::6847,pancreatic cancer,SYCP1,Disease,Gene
Disease::DOID:2841,Disease - associates - Gene,Gene::384,asthma,ARG2,Disease,Gene
Disease::DOID:2174,Disease - associates - Gene,Gene::3005,ocular cancer,H1F0,Disease,Gene
Disease::DOID:8577,Disease - associates - Gene,Gene::7040,ulcerative colitis,TGFB1,Disease,Gene
Disease::DOID:1612,Disease - associates - Gene,Gene::6623,breast cancer,SNCG,Disease,Gene
Disease::DOID:11476,Disease - associates - Gene,Gene::5745,osteoporosis,PTH1R,Disease,Gene
Disease::DOID:418,Disease - associates - Gene,Gene::4846,systemic scleroderma,NOS3,Disease,Gene
Disease::DOID:11476,Disease - associates - Gene,Gene::50964,osteoporosis,SOST,Disease,Gene
Disease::DOID:2986,Disease - associates - Gene,Gene::7351,IgA glomerulonephritis,UCP2,Disease,Gene
Disease::DOID:10652,Disease - associates - Gene,Gene::7124,Alzheimer's disease,TNF,Disease,Gene
Disease::DOID:1324,Disease - associates - Gene,Gene::2940,lung cancer,GSTA3,Disease,Gene
Disease::DOID:1909,Disease - associates - Gene,Gene::9985,melanoma,REC8,Disease,Gene
Disease::DOID:3393,Disease - associates - Gene,Gene::1585,coronary artery disease,CYP11B2,Disease,Gene
Disease::DOID:1115,Disease - associates - Gene,Gene::4869,sarcoma,NPM1,Disease,Gene
Disease::DOID:7148,Disease - associates - Gene,Gene::2638,rheumatoid arthritis,GC,Disease,Gene
Disease::DOID:4362,Disease - associates - Gene,Gene::836,cervical cancer,CASP3,Disease,Gene
Disease::DOID:1324,Disease - associates - Gene,Gene::5291,lung cancer,PIK3CB,Disease,Gene
Disease::DOID:2841,Disease - associates - Gene,Gene::2335,asthma,FN1,Disease,Gene
Disease::DOID:1115,Disease - associates - Gene,Gene::4609,sarcoma,MYC,Disease,Gene
Disease::DOID:9074,Disease - associates - Gene,Gene::10673,systemic lupus erythematosus,TNFSF13B,Disease,Gene
Disease::DOID:10534,Disease - associates - Gene,Gene::3992,stomach cancer,FADS1,Disease,Gene
Disease::DOID:2986,Disease - associates - Gene,Gene::259266,IgA glomerulonephritis,ASPM,Disease,Gene
Disease::DOID:1826,Disease - associates - Gene,Gene::4758,epilepsy syndrome,NEU1,Disease,Gene
Disease::DOID:2841,Disease - associates - Gene,Gene::11213,asthma,IRAK3,Disease,Gene
Disease::DOID:3393,Disease - associates - Gene,Gene::3291,coronary artery disease,HSD11B2,Disease,Gene
Disease::DOID:12306,Disease - associates - Gene,Gene::10766,vitiligo,TOB2,Disease,Gene
Disease::DOID:1826,Disease - associates - Gene,Gene::166336,epilepsy syndrome,PRICKLE2,Disease,Gene
Disease::DOID:1686,Disease - associates - Gene,Gene::29967,glaucoma,LRP12,Disease,Gene
Disease::DOID:9970,Disease - associates - Gene,Gene::338,obesity,APOB,Disease,Gene
Disease::DOID:10763,Disease - associates - Gene,Gene::1373,hypertension,CPS1,Disease,Gene
Disease::DOID:635,Disease - associates - Gene,Gene::925,acquired immunodeficiency syndrome,CD8A,Disease,Gene
Disease::DOID:3070,Disease - associates - Gene,Gene::51750,malignant glioma,RTEL1,Disease,Gene
Disease::DOID:10534,Disease - associates - Gene,Gene::1915,stomach cancer,EEF1A1,Disease,Gene
Disease::DOID:10763,Disease - associates - Gene,Gene::1071,hypertension,CETP,Disease,Gene
Disease::DOID:10608,Disease - associates - Gene,Gene::973,celiac disease,CD79A,Disease,Gene
Disease::DOID:12306,Disease - associates - Gene,Gene::2315,vitiligo,MLANA,Disease,Gene
Disease::DOID:363,Disease - associates - Gene,Gene::2146,uterine cancer,EZH2,Disease,Gene
Disease::DOID:12236,Disease - associates - Gene,Gene::1605,primary biliary cirrhosis,DAG1,Disease,Gene
Disease::DOID:8577,Disease - associates - Gene,Gene::4318,ulcerative colitis,MMP9,Disease,Gene
Disease::DOID:1595,Disease - associates - Gene,Gene::775,endogenous depression,CACNA1C,Disease,Gene
Disease::DOID:2531,Disease - associates - Gene,Gene::921,hematologic cancer,CD5,Disease,Gene
Disease::DOID:263,Disease - associates - Gene,Gene::2719,kidney cancer,GPC3,Disease,Gene
Disease::DOID:2174,Disease - associates - Gene,Gene::5723,ocular cancer,PSPH,Disease,Gene
Disease::DOID:14221,Disease - associates - Gene,Gene::22796,metabolic syndrome X,COG2,Disease,Gene
Disease::DOID:2531,Disease - associates - Gene,Gene::6597,hematologic cancer,SMARCA4,Disease,Gene
Disease::DOID:10283,Disease - associates - Gene,Gene::10158,prostate cancer,PDZK1IP1,Disease,Gene
Disease::DOID:7148,Disease - associates - Gene,Gene::653361,rheumatoid arthritis,NCF1,Disease,Gene
Disease::DOID:1936,Disease - associates - Gene,Gene::5327,atherosclerosis,PLAT,Disease,Gene
Disease::DOID:2986,Disease - associates - Gene,Gene::64866,IgA glomerulonephritis,CDCP1,Disease,Gene
Disease::DOID:10534,Disease - associates - Gene,Gene::3312,stomach cancer,HSPA8,Disease,Gene
Disease::DOID:2841,Disease - associates - Gene,Gene::3596,asthma,IL13,Disease,Gene
Disease::DOID:1612,Disease - associates - Gene,Gene::1565,breast cancer,CYP2D6,Disease,Gene
Disease::DOID:10652,Disease - associates - Gene,Gene::23385,Alzheimer's disease,NCSTN,Disease,Gene
Disease::DOID:3953,Disease - associates - Gene,Gene::673,adrenal gland cancer,BRAF,Disease,Gene
Disease::DOID:10534,Disease - associates - Gene,Gene::8148,stomach cancer,TAF15,Disease,Gene
Disease::DOID:2531,Disease - associates - Gene,Gene::26160,hematologic cancer,IFT172,Disease,Gene
Disease::DOID:184,Disease - associates - Gene,Gene::4313,bone cancer,MMP2,Disease,Gene
Disease::DOID:2355,Disease - associates - Gene,Gene::5169,anemia,ENPP3,Disease,Gene
Disease::DOID:1115,Disease - associates - Gene,Gene::1385,sarcoma,CREB1,Disease,Gene
Disease::DOID:1686,Disease - associates - Gene,Gene::284359,glaucoma,IZUMO1,Disease,Gene
Disease::DOID:2531,Disease - associates - Gene,Gene::973,hematologic cancer,CD79A,Disease,Gene
Disease::DOID:3571,Disease - associates - Gene,Gene::1440,liver cancer,CSF3,Disease,Gene
Disease::DOID:14227,Disease - associates - Gene,Gene::8653,azoospermia,DDX3Y,Disease,Gene
Disease::DOID:1612,Disease - associates - Gene,Gene::2057,breast cancer,EPOR,Disease,Gene
Disease::DOID:2531,Disease - associates - Gene,Gene::54658,hematologic cancer,UGT1A1,Disease,Gene
Disease::DOID:2377,Disease - associates - Gene,Gene::4162,multiple sclerosis,MCAM,Disease,Gene
Disease::DOID:10763,Disease - associates - Gene,Gene::57085,hypertension,AGTRAP,Disease,Gene
Disease::DOID:9970,Disease - associates - Gene,Gene::1813,obesity,DRD2,Disease,Gene
Disease::DOID:2994,Disease - associates - Gene,Gene::955,germ cell cancer,ENTPD6,Disease,Gene
Disease::DOID:4989,Disease - associates - Gene,Gene::5743,pancreatitis,PTGS2,Disease,Gene
Disease::DOID:3393,Disease - associates - Gene,Gene::11173,coronary artery disease,ADAMTS7,Disease,Gene
Disease::DOID:1909,Disease - associates - Gene,Gene::4609,melanoma,MYC,Disease,Gene
Disease::DOID:5041,Disease - associates - Gene,Gene::1794,esophageal cancer,DOCK2,Disease,Gene
Disease::DOID:263,Disease - associates - Gene,Gene::3313,kidney cancer,HSPA9,Disease,Gene
Disease::DOID:1781,Disease - associates - Gene,Gene::7080,thyroid cancer,NKX2-1,Disease,Gene
Disease::DOID:10608,Disease - associates - Gene,Gene::3119,celiac disease,HLA-DQB1,Disease,Gene
Disease::DOID:1324,Disease - associates - Gene,Gene::8626,lung cancer,TP63,Disease,Gene
Disease::DOID:1094,Disease - associates - Gene,Gene::26011,attention deficit hyperactivity disorder,TENM4,Disease,Gene
Disease::DOID:8850,Disease - associates - Gene,Gene::55534,salivary gland cancer,MAML3,Disease,Gene
Disease::DOID:10283,Disease - associates - Gene,Gene::999,prostate cancer,CDH1,Disease,Gene
Disease::DOID:3571,Disease - associates - Gene,Gene::4318,liver cancer,MMP9,Disease,Gene
Disease::DOID:10652,Disease - associates - Gene,Gene::23435,Alzheimer's disease,TARDBP,Disease,Gene
Disease::DOID:7693,Disease - associates - Gene,Gene::6648,abdominal aortic aneurysm,SOD2,Disease,Gene
Disease::DOID:1612,Disease - associates - Gene,Gene::133522,breast cancer,PPARGC1B,Disease,Gene
Disease::DOID:2531,Disease - associates - Gene,Gene::8743,hematologic cancer,TNFSF10,Disease,Gene
Disease::DOID:3393,Disease - associates - Gene,Gene::5209,coronary artery disease,PFKFB3,Disease,Gene
Disease::DOID:8398,Disease - associates - Gene,Gene::8200,osteoarthritis,GDF5,Disease,Gene
Disease::DOID:3312,Disease - associates - Gene,Gene::219,bipolar disorder,ALDH1B1,Disease,Gene
Disease::DOID:784,Disease - associates - Gene,Gene::4036,chronic kidney failure,LRP2,Disease,Gene
Disease::DOID:784,Disease - associates - Gene,Gene::79602,chronic kidney failure,ADIPOR2,Disease,Gene
Disease::DOID:3953,Disease - associates - Gene,Gene::7153,adrenal gland cancer,TOP2A,Disease,Gene
Disease::DOID:12306,Disease - associates - Gene,Gene::60468,vitiligo,BACH2,Disease,Gene
Disease::DOID:14221,Disease - associates - Gene,Gene::6517,metabolic syndrome X,SLC2A4,Disease,Gene
Disease::DOID:4362,Disease - associates - Gene,Gene::2814,cervical cancer,GP5,Disease,Gene
Disease::DOID:2355,Disease - associates - Gene,Gene::3553,anemia,IL1B,Disease,Gene
Disease::DOID:3277,Disease - associates - Gene,Gene::3558,thymus cancer,IL2,Disease,Gene
Disease::DOID:6364,Disease - associates - Gene,Gene::4854,migraine,NOTCH3,Disease,Gene
Disease::DOID:1826,Disease - associates - Gene,Gene::221927,epilepsy syndrome,BRAT1,Disease,Gene
Disease::DOID:9074,Disease - associates - Gene,Gene::59067,systemic lupus erythematosus,IL21,Disease,Gene
Disease::DOID:11934,Disease - associates - Gene,Gene::540,head and neck cancer,ATP7B,Disease,Gene
Disease::DOID:2986,Disease - associates - Gene,Gene::6885,IgA glomerulonephritis,MAP3K7,Disease,Gene
Disease::DOID:3393,Disease - associates - Gene,Gene::1557,coronary artery disease,CYP2C19,Disease,Gene
Disease::DOID:10283,Disease - associates - Gene,Gene::83259,prostate cancer,PCDH11Y,Disease,Gene
Disease::DOID:3310,Disease - associates - Gene,Gene::3567,atopic dermatitis,IL5,Disease,Gene
Disease::DOID:12236,Disease - associates - Gene,Gene::59272,primary biliary cirrhosis,ACE2,Disease,Gene
Disease::DOID:184,Disease - associates - Gene,Gene::285440,bone cancer,CYP4V2,Disease,Gene
Disease::DOID:363,Disease - associates - Gene,Gene::4524,uterine cancer,MTHFR,Disease,Gene
Disease::DOID:2355,Disease - associates - Gene,Gene::29089,anemia,UBE2T,Disease,Gene
Disease::DOID:1324,Disease - associates - Gene,Gene::79887,lung cancer,PLBD1,Disease,Gene
Disease::DOID:10652,Disease - associates - Gene,Gene::9509,Alzheimer's disease,ADAMTS2,Disease,Gene
Disease::DOID:2841,Disease - associates - Gene,Gene::3570,asthma,IL6R,Disease,Gene
Disease::DOID:7148,Disease - associates - Gene,Gene::56729,rheumatoid arthritis,RETN,Disease,Gene
Disease::DOID:10652,Disease - associates - Gene,Gene::10452,Alzheimer's disease,TOMM40,Disease,Gene
Disease::DOID:1909,Disease - associates - Gene,Gene::3815,melanoma,KIT,Disease,Gene
Disease::DOID:1793,Disease - associates - Gene,Gene::8829,pancreatic cancer,NRP1,Disease,Gene
Disease::DOID:11054,Disease - associates - Gene,Gene::7015,urinary bladder cancer,TERT,Disease,Gene
Disease::DOID:3571,Disease - associates - Gene,Gene::2806,liver cancer,GOT2,Disease,Gene
Disease::DOID:7148,Disease - associates - Gene,Gene::7189,rheumatoid arthritis,TRAF6,Disease,Gene
Disease::DOID:3393,Disease - associates - Gene,Gene::1000,coronary artery disease,CDH2,Disease,Gene
Disease::DOID:2994,Disease - associates - Gene,Gene::3233,germ cell cancer,HOXD4,Disease,Gene
Disease::DOID:7148,Disease - associates - Gene,Gene::2870,rheumatoid arthritis,GRK6,Disease,Gene
Disease::DOID:10652,Disease - associates - Gene,Gene::6285,Alzheimer's disease,S100B,Disease,Gene
Disease::DOID:10283,Disease - associates - Gene,Gene::3728,prostate cancer,JUP,Disease,Gene
Disease::DOID:585,Disease - associates - Gene,Gene::50617,nephrolithiasis,ATP6V0A4,Disease,Gene
Disease::DOID:2531,Disease - associates - Gene,Gene::4292,hematologic cancer,MLH1,Disease,Gene
Disease::DOID:7148,Disease - associates - Gene,Gene::3952,rheumatoid arthritis,LEP,Disease,Gene
Disease::DOID:2355,Disease - associates - Gene,Gene::6288,anemia,SAA1,Disease,Gene
Disease::DOID:11934,Disease - associates - Gene,Gene::3202,head and neck cancer,HOXA5,Disease,Gene
Disease::DOID:1612,Disease - associates - Gene,Gene::5300,breast cancer,PIN1,Disease,Gene
Disease::DOID:9206,Disease - associates - Gene,Gene::324,Barrett's esophagus,APC,Disease,Gene
Disease::DOID:10652,Disease - associates - Gene,Gene::6648,Alzheimer's disease,SOD2,Disease,Gene
Disease::DOID:4159,Disease - associates - Gene,Gene::2026,skin cancer,ENO2,Disease,Gene
Disease::DOID:10763,Disease - associates - Gene,Gene::1636,hypertension,ACE,Disease,Gene
Disease::DOID:2043,Disease - associates - Gene,Gene::3113,hepatitis B,HLA-DPA1,Disease,Gene
Disease::DOID:10283,Disease - associates - Gene,Gene::2787,prostate cancer,GNG5,Disease,Gene
Disease::DOID:7148,Disease - associates - Gene,Gene::221895,rheumatoid arthritis,JAZF1,Disease,Gene
Disease::DOID:1612,Disease - associates - Gene,Gene::2941,breast cancer,GSTA4,Disease,Gene
Disease::DOID:5041,Disease - associates - Gene,Gene::2196,esophageal cancer,FAT2,Disease,Gene
Disease::DOID:9206,Disease - associates - Gene,Gene::1592,Barrett's esophagus,CYP26A1,Disease,Gene
Disease::DOID:13189,Disease - associates - Gene,Gene::3251,gout,HPRT1,Disease,Gene
Disease::DOID:1909,Disease - associates - Gene,Gene::5796,melanoma,PTPRK,Disease,Gene
Disease::DOID:1612,Disease - associates - Gene,Gene::84312,breast cancer,BRMS1L,Disease,Gene
Disease::DOID:3571,Disease - associates - Gene,Gene::84787,liver cancer,SUV420H2,Disease,Gene
Disease::DOID:12365,Disease - associates - Gene,Gene::1719,malaria,DHFR,Disease,Gene
Disease::DOID:0050741,Disease - associates - Gene,Gene::2805,alcohol dependence,GOT1,Disease,Gene
Disease::DOID:12849,Disease - associates - Gene,Gene::23394,autistic disorder,ADNP,Disease,Gene
Disease::DOID:10652,Disease - associates - Gene,Gene::2,Alzheimer's disease,A2M,Disease,Gene
Disease::DOID:1936,Disease - associates - Gene,Gene::4524,atherosclerosis,MTHFR,Disease,Gene
Disease::DOID:4606,Disease - associates - Gene,Gene::8495,bile duct cancer,PPFIBP2,Disease,Gene
Disease::DOID:11476,Disease - associates - Gene,Gene::250,osteoporosis,ALPP,Disease,Gene
Disease::DOID:0060119,Disease - associates - Gene,Gene::9334,pharynx cancer,B4GALT5,Disease,Gene
Disease::DOID:1909,Disease - associates - Gene,Gene::79132,melanoma,DHX58,Disease,Gene
